Pager usage is off.
Output format is csv.
sku,prod,stk,ss,val,pos,clk,cost30,vende_rete,prot_stock,categoria
025669072,MOMENT*24CPR RIV 200MG,14,311,7.69,4,1,0.28,t,t,HELD_basket
025009097,MUCICLAR*NEBUL 30FL 15MG 2ML,4,158,13.17,9,1,0.28,f,f,HELD_basket
949503229,ASTROCIT PEA 10STICK PACK,0,478,27.03,8,1,0.28,t,f,HELD_rete_pos
980783625,MUSTELA HYDRA BB CORPO 300ML,0,91,12.59,7,1,0.28,f,f,GROSSISTA_netto
926213176,MY NAILS KERATIN REPAIR FORTE,0,144,8.40,4,1,0.28,t,f,HELD_rete_pos
988099659,MYCOLLAGENLAB HYALURONIC 30CPR,0,111,33.64,8,1,0.28,t,f,HELD_rete_pos
979332424,MYTHOXAN HD 30BUST,0,420,26.77,6,1,0.28,t,f,HELD_basket
035760040,NEOBORO GOLADO*16PST MENTA S/Z,31,268,5.34,7,1,0.28,f,f,MAGAZZINO_netto
004901219,NEOBOROCILLINA ANT OR*16PAS AR,10,5,4.61,1,1,0.28,f,f,HELD_basket
034740035,NEOBOROCIL FLUID TOS*SCIR200ML,23,80,3.89,1,1,0.28,f,t,MAGAZZINO_netto
971216700,NATUR-GYM 60CPS VEGETALI,0,156,27.16,3,1,0.28,t,f,HELD_rete_pos
921394235,NATURAFLORA PLUS 60CPS VEG,0,197,18.06,7,1,0.28,t,f,HELD_rete_pos
947414621,NATURAL VITA D3 1000 100PRL,0,254,16.00,10,1,0.28,t,f,HELD_basket
939675043,NAUSIL GOCCE 30ML,3,2721,18.93,7,1,0.28,t,f,HELD_rete_pos
949862407,NEDEMAX 60CPR,0,191,45.79,9,1,0.28,t,f,HELD_rete_pos
947127650,NEFROKRILL GATTO 30PRL,0,154,22.55,10,1,0.28,t,f,HELD_rete_pos
948162882,NEFROKRILL GATTO 60PRL,0,686,29.40,7,1,0.28,t,f,HELD_rete_pos
986826307,NEUTROGENA RETINOL B CR VISO,10,19,18.05,3,1,0.28,f,f,MAGAZZINO_netto
986826319,NEUTROGENA RETINOL B SIERO30ML,7,24,19.86,6,1,0.28,f,f,MAGAZZINO_netto
981647860,NEOBOROCILLINA PROPOLMIELE+ EU,10,141,5.20,3,1,0.28,f,f,MAGAZZINO_netto
985550096,NEOCARVI PLUS 30CPS,0,1007,16.26,6,1,0.28,t,f,HELD_rete_pos
903459042,NEOMAG 240ML,0,85,12.29,5,1,0.28,f,f,GROSSISTA_netto
980457168,NEOVADIOL ROSE PLATINUM OCCHI,4,0,24.98,1,1,0.28,f,f,MAGAZZINO_netto
943299899,NERVAX PEA 20BUST,0,459,26.47,5,1,0.28,t,f,HELD_rete_pos
023907177,BETADINE*SOLUZ CUT FL 50ML 10%,0,150,4.38,10,1,0.28,t,f,HELD_rete_pos
947255168,NEUROTROF 800 20BUST,0,48,25.59,8,1,0.28,t,f,HELD_rete_pos
930259724,BGSTAR STRISCE REATTIVE 25PZ,21,4293,11.73,8,1,0.28,t,f,HELD_rete_pos
024964037,NIZORAL*CREMA DERM 30G 2%,0,356,12.08,7,1,0.28,t,f,HELD_rete_pos
985124508,ESI NO DOL TENDINI/LEGAM 14BUS,6,47,15.64,3,1,0.28,t,t,HELD_rete_pos
981499054,NORSAN OMEGA 3 ARKTIS 120CPS,0,2783,12.02,5,1,0.28,t,f,HELD_rete_pos
976294405,NORSAN OMEGA 3 VEGANO 100ML,0,174,23.69,7,1,0.28,t,f,HELD_basket
942262559,BIOKAP B SH NERO DETOSSINANTE,0,61,8.96,5,1,0.28,t,f,HELD_rete_pos
979369840,NUTRIAGE EYE BALM 15ML,0,289,24.19,3,1,0.28,t,f,HELD_rete_pos
973335007,NUTRICERAT SHAMPOO200ML DUCRAY,4,0,12.31,2,1,0.28,f,f,MAGAZZINO_netto
931015046,BOLO VIA 20BOCCONCINI,0,854,10.87,7,1,0.28,f,f,GROSSISTA_netto
973179120,BOLO VIA PASTA GATTI 50G,0,162,10.83,9,1,0.28,t,f,HELD_rete_pos
980809343,NUTRIREGULAR UROPROX 30SOFTGEL,0,45,14.03,1,1,0.28,t,f,HELD_rete_pos
947260497,OLIGO ZIN PLUS 50TAV,0,115,14.90,7,1,0.28,f,f,GROSSISTA_netto
907170409,OLIKER OLIO SHAMPOO 200ML,0,85,15.96,8,1,0.28,t,f,HELD_rete_pos
924847751,MOSQUETA ROSA OLIO PURO BIO,0,32,23.35,7,1,0.28,f,f,GROSSISTA_netto
984867960,OLIVIS LIQUIDO ALCOOLICO 200ML,0,41,25.83,5,1,0.28,t,f,HELD_rete_pos
942296536,MICONICON PHARCOS 4ML,0,107,17.28,5,1,0.28,f,f,GROSSISTA_netto
909861775,OMEGA PET 60PRL,0,188,18.80,10,1,0.28,t,f,HELD_rete_pos
979362807,OMEGAL DHA 40CPS MOLLI,0,103,19.18,8,1,0.28,t,f,HELD_rete_pos
971068871,OMEGOR KIDS 60CPS MASTICABILI,0,139,11.70,2,1,0.28,f,f,GROSSISTA_netto
985387998,OMNI BIOTIC COLONIZE 28BUST,0,132,28.49,7,1,0.28,t,f,HELD_rete_pos
973989890,ONICOPOD TR GOCCE 15ML,0,298,12.71,6,1,0.28,t,f,HELD_rete_pos
985668060,ONTHERAPY DEODORANTE VAPO NO G,0,33,15.22,5,1,0.28,t,f,HELD_rete_pos
985048180,GEAPROST 30CPS,0,85,15.13,3,1,0.28,t,f,HELD_rete_pos
938948825,MOST PEG UNGUENTO 100ML,0,106,22.42,7,1,0.28,f,f,GROSSISTA_netto
922352923,OSSEOVIN 60CPR,0,59,14.83,5,1,0.28,f,f,GROSSISTA_netto
004398018,OTALGAN*GTT OTO FL 6G,13,120,6.23,4,1,0.28,t,t,HELD_rete_pos
947069819,OTIZON SOL OTOLOGICA 12ML,0,140,17.65,4,1,0.28,t,f,HELD_basket
987057775,OTOACT PLUS 100ML,0,182,12.21,3,1,0.28,f,f,GROSSISTA_netto
007312010,OTOMIDONE*GTT OTO 10ML,26,123,4.79,1,1,0.28,f,t,MAGAZZINO_netto
922925767,OTOSAN GOCCE AURIC BIO 10ML,0,144,6.07,7,1,0.28,f,f,GROSSISTA_netto
975017221,OXICIST 15CPS,0,163,13.45,4,1,0.28,f,f,GROSSISTA_netto
903761308,OXIVEN LOZIONE 100ML,0,7,42.52,2,1,0.28,f,f,GROSSISTA_netto
902230945,PABAVIT H1 30CPR,0,113,23.90,7,1,0.28,t,f,HELD_rete_pos
989668874,PAPILOCARE IMMUNOCAPS 30CPS,0,136,32.41,5,1,0.28,t,f,HELD_rete_pos
902050653,PEDIARGIN 10FL 10ML,0,188,19.29,7,1,0.28,f,f,GROSSISTA_netto
980029033,PEDIAVIT COMPLESSO B SCIR100ML,0,84,13.73,5,1,0.28,t,f,HELD_rete_pos
970150912,PELVILEN DUAL ACT 60BUST,0,2704,43.90,10,1,0.28,t,f,HELD_rete_pos
945136467,PEROGNIDOL FORTE 15ML,0,913,23.57,10,1,0.28,t,f,HELD_rete_pos
985009416,PHOTODERM AQUAFLUID SPF50+40ML,0,39,13.82,11,1,0.28,f,f,GROSSISTA_netto
987025653,PIC EASY WASH PERA CAN 143ML,0,129,5.68,7,1,0.28,f,f,GROSSISTA_netto
979683226,PIC SOLUTION FAZZOLETTINI DISI,3,847,3.87,7,1,0.28,t,f,HELD_rete_pos
976403877,PISOLINO TRIPTO 50ML,0,161,16.26,4,1,0.28,f,f,GROSSISTA_netto
984798532,PIXEL NOTOX 20BUST,0,92,18.25,9,1,0.28,t,f,HELD_rete_pos
970406613,POLICALM SHOWER GEL 300ML CE,0,93,18.92,6,1,0.28,f,f,GROSSISTA_netto
901456020,POTASSIO BICARBONATO 100 BUST,0,9,12.15,3,1,0.28,f,f,GROSSISTA_netto
944910165,PRINCIPIUM MAGNESIO COMP180CPR,0,850,21.80,9,1,0.28,t,f,HELD_basket
