tenant,minsan,prodotto,n_click,costo_click,erp_stock,supplier_stock,pos
MPF,904718398,REHA 24 AREG MLU,1,0.33,0,5,
MPF,904793609,PHYTOYAM 60CPS,1,0.33,0,15,5
MPF,904816333,VICUTIX SCAR GEL 20G,1,0.33,0,43,8
MPF,904976089,GIBAUD ORTHO REGGIBRACCIO BI 0,1,0.33,0,17,
MPF,904976139,GIBAUD ORTHO REGGIBRACCIO BI 2,1,0.33,0,11,
MPF,904976141,BIODERM PASTA BARRIERA ZN500ML,1,0.33,0,118,
MPF,905029120,EUTROSIS ORO GEL ORALE 20ML,1,0.33,0,50,
MPF,905042192,PROVITA INTEGRATORE 50CPS,1,0.33,0,19,
MPF,905066825,MYDET DOCCIASCHIUMA 200ML,1,0.33,0,198,5
MPF,905075863,EUXEED 10FL 25ML,1,0.33,1,367,6
MPF,905076877,CITROGEN LIMONE 20BUST,1,0.33,0,0,
MPF,905127864,VITGASE DETERGENTE 200ML,1,0.33,0,484,7
MPF,905163679,OZIDERM POLVERE 75G,1,0.33,0,1057,
MPF,905169722,ULTRA TAN 30CPS,1,0.33,0,94,1
MPF,905283166,NATUROLI OLIO BORRAGINE 70SOFT,1,0.33,0,38,8
MPF,905318895,PLAKKONTROL 30GG COLLUTORIO,1,0.33,3,51,1
MPF,905345334,DIFESAN 7CPR VAGINALI,1,0.33,0,58,7
MPF,905508697,GIBAUD ORTHO REGGIBRACCIO NE 0,1,0.33,1,7,
MPF,905516720,AVEC EMULSIONE FLUIDA LEN200ML,1,0.33,0,258,8
MPF,905562411,SKINSAN LAVANDA VAG 4FL 140ML,1,0.33,0,7,
MPF,905598429,ESI NO DOL 5 CEROTTI,1,0.33,0,141,11
MPF,905683330,SUPRAVIT OVER 50 60CPR,1,0.33,0,6,3
MPF,905683722,OLIGO 3 MAGNESIO 3F 100CPR,1,0.33,0,7,
MPF,905717245,EUBOS UREA 5% DETERGENTE 200ML,1,0.33,0,5,7
MPF,905849865,GIBAUD ORTHO GENUGIB TUTORE,1,0.33,0,5,
MPF,905943508,BIOCLYM UNO 30CPS 550MG,1,0.33,0,41,
MPF,905954982,RESTIVOIL SEBO NORM 250ML,1,0.33,0,464,11
MPF,905987614,FITOESTRIL 30CPR,1,0.33,0,102,8
MPF,906015235,LADYGLORIA 24 GAMB 240 DAI 3,1,0.33,0,9,1
MPF,906154810,EUPHIDRA AMIDO HOFMANN 300G,1,0.33,4,421,8
MPF,906244431,MEDI ANTITROMBO H914 AG L,1,0.33,6,15,
MPF,906355425,UVA URSINA ESTRATTO T 30ML,1,0.33,0,10,
MPF,906367887,SENSIBIO FORTE CREMA 40ML,1,0.33,0,80,
MPF,906468931,CUSCINO ANTIDEC FIBRA CAVA SIL,1,0.33,0,34,
MPF,906531823,TEA TREE BAGNO DOCCIA 250ML,1,0.33,0,15,5
MPF,906555507,VATAMAP 60CPR,1,0.33,0,80,7
MPF,906561966,EDERA OLIO MASSAGGIO 250ML,1,0.33,0,23,
MPF,906569862,DENTALPET DENTIFRICIO 50ML,1,0.33,0,60,7
MPF,906579952,M-AID TENDIFORTE BENDA EL 6X7,1,0.33,0,16,
MPF,906588658,BIOKCIT 30BUST,1,0.33,0,91,4
MPF,906595715,TAHIN SUNITA 340G BIO,1,0.33,0,13,4
MPF,906630165,QUASSIA DELTA SOL IAL 50ML,1,0.33,0,20,3
MPF,906702067,HYDRAL MASCHERA DERMOPUR 50ML,1,0.33,0,21,
MPF,906791660,SERANS DISTENSIVO 20CPR,1,0.33,0,153,5
MPF,906808124,BALSAMO TIGRE ROSSO 30ML,1,0.33,0,43,
MPF,906835590,ATEROFOLIN 60CPR,1,0.33,0,10,
MPF,906935162,MALVA TISANA 20BUST,1,0.33,0,174,7
MPF,906953575,GEHWOL BALS PIEDI P/SEC 75ML,1,0.33,4,24,5
MPF,906954110,FILTRO ANTIBATT ASPIRSET/ASKIR,1,0.33,0,24,
MPF,906989138,FOLINGRAV 60CPR,1,0.33,0,121,6
MPF,906995776,INTAKE 10FL 10ML,1,0.33,0,175,10
MPF,907000246,PRUGNE SECCHE DI AGEN 500G,1,0.33,0,0,
MPF,907025720,NEUTROGENA MANI CR MANI S/PROF,1,0.33,148,189,
MPF,907043525,TUBES COLON 24CPS,1,0.33,0,107,7
MPF,907058895,EPATOSAN 60CPR,1,0.33,0,122,4
MPF,907084988,IT-IS 80CPR,1,0.33,0,32,
MPF,907116659,KPHOS 30BUST,1,0.33,0,182,6
MPF,907123350,SANODET DETERGENTE DERMAT,1,0.33,0,16,
MPF,907139935,SOWASH IDROGETTO IGIENE ORALE,1,0.33,0,72,6
MPF,907152779,GLOBALFE 30CPS MOLLI,1,0.33,0,212,5
MPF,907280352,ALLEVYN NON ADHESIVE 10X10CM 3,1,0.33,0,36,4
MPF,907315790,SANODET INTIMO DET GINECOLOG,1,0.33,0,19,
MPF,908012659,CARMELITANI SCALZI AC MEL 50ML,1,0.33,0,73,2
MPF,908043250,AMUCHINA 100% 500ML,1,0.33,2,351,
MPF,908044112,ANFO 3 200ML,1,0.33,0,162,9
MPF,908169333,ELEUTEROCOCCO 20STICK 10ML,1,0.33,0,24,8
MPF,908174105,CALMOR TAPPO ANTIS 12PZ 22038,1,0.33,1,429,
MPF,908174117,CALMOR TAPPO ANTIS 20PZ 22043,1,0.33,20,448,4
MPF,908178054,CANDINET SOLIDO 100G,1,0.33,1,0,2
MPF,908188939,GIBAUD CAVIGL INCROC TAGLIA 10,1,0.33,1,10,7
MPF,908188978,GIBAUD CAVIGL CALZINO CAMEL 3,1,0.33,1,124,1
MPF,908220229,GIBAUD CINT NORM 27CM C,1,0.33,1,10,6
MPF,908220243,GIBAUD CINT NORM 32CM K,1,0.33,0,6,5
MPF,908220294,GIBAUD CINT LEG 24CM AE,1,0.33,0,13,3
MPF,908223997,LONGLIFE C 500 TR 60TAV RIVEST,1,0.33,0,79,4
MPF,908224266,LONGLIFE LIPOTROPIC 60TAV RIV,1,0.33,0,11,4
MPF,908232527,DUODERM CGF 10X10 5PZ 9185,1,0.33,0,899,6
MPF,908371267,SPACCAPIETRA 160CPR,1,0.33,0,0,
MPF,908390812,ARGILLA VE SUPERVENTILATA 500G,1,0.33,0,9,10
MPF,908395027,ENERGEN 9 PLUS 10FL 10ML,1,0.33,0,105,6
MPF,908426568,FILMOGEN SAME CREMA 50G,1,0.33,0,106,2
MPF,908459062,GIBAUD ORTHO CINT LOMBAR STEC1,1,0.33,1,12,
MPF,908459074,GIBAUD ORTHO CINT LOMBAR STEC2,1,0.33,1,17,1
MPF,908464466,KERODEX CREMA IDROREP FORTE,1,0.33,0,6,2
MPF,908478074,GIBAUD POLS RIGH BEI 6CM 2,1,0.33,0,7,8
MPF,908478682,GIBAUD ORTHO CINT TOR REG 4B 2,1,0.33,1,10,1
MPF,908480849,GIBAUD GINOCCH TUBOL 2,1,0.33,2,10,5
MPF,908480902,GIBAUD GINOCCH BIEST FELP CAM4,1,0.33,2,1,2
MPF,908480953,GIBAUD BRACCIALE CAMEL,1,0.33,0,34,2
MPF,908492794,GIBAUD ORTHO BRACC ANTIEPIC 5,1,0.33,2,18,
MPF,908494432,GIBAUD CAVIGL CALZINO SOT COT1,1,0.33,1,7,4
MPF,908571906,TERPROLINE BODY 250ML,1,0.33,0,21,9
MPF,908574635,KERATOPLASTICA LABIALE 10G,1,0.33,0,131,5
MPF,908575107,KERODEX CREMA IDROREPELLENTE,1,0.33,0,12,1
MPF,908575855,KETOSTIX CHETONURIA 50STR,1,0.33,0,375,3
MPF,908620800,GEHWOL AMMORBIDENTE UNGHIE,1,0.33,2,256,
MPF,908620949,DUALSAN PELOTA ERNIA DX,1,0.33,1,17,1
MPF,908689540,M-AID ROLLFLEX CER 5X5,1,0.33,0,111,6
MPF,908740739,NOKSAN PARACALLI 9PZ,1,0.33,0,184,8
MPF,908792409,M-AID ROLLTEX SKIN CER 5X5,1,0.33,0,78,10
MPF,908819295,OSMIN CAP CREMA CROSTA LATTEA,1,0.33,0,183,5
MPF,908845100,BIANCARDI POMATA NORMALE 40ML,1,0.33,0,35,8
MPF,908862244,CRYOS SPRAY GHIACCIO SINT400ML,1,0.33,0,100,
MPF,908922370,SEDILE VASCA BAGNO,1,0.33,0,4,3
MPF,908924350,PERA CANNULA 8 275ML,1,0.33,0,38,
MPF,908960558,SAUGELLA SOLIDO ZOLFO 100G,1,0.33,3,144,6
MPF,908971740,SELAN SAP ZOLFO 100G,1,0.33,0,27,3
MPF,909029023,REBIOGER DETERGENTE 150ML,1,0.33,0,151,5
MPF,909061297,ORTOPAD CER REGULAR 20PZ,1,0.33,0,96,
MPF,909113122,M-AID ROLLFLEX CER 2X10 1PZ,1,0.33,0,158,8
MPF,909137414,RILASTIL INTEN CR NTT 50ML,1,0.33,0,132,3
MPF,909210167,CATETERE ESTERNO 25MM 30PZ,1,0.33,0,108,
MPF,909253193,CIAMBELLA GOMMA RO 45,1,0.33,0,53,2
MPF,909271025,VITAMINICO LIQUIDO 20ML,1,0.33,0,20,6
MPF,909317479,APTODIN PLUS RETARD 30CPR,1,0.33,0,976,8
MPF,909347054,REMOVER PASTA 50G,1,0.33,0,354,
MPF,909462311,RECKEWEG R18 GOCCE 22ML,1,0.33,0,47,3
MPF,909462400,RECKEWEG R27 GOCCE 22ML,1,0.33,0,12,6
MPF,909462754,RECKEWEG R64 GOCCE 22ML,1,0.33,0,29,7
MPF,909468112,AESCULUS COMP 30ML GTT HEEL,1,0.33,0,19,3
MPF,909468237,CHELIDONIUM HOMAC 30ML GTTHEEL,1,0.33,0,15,5
MPF,909469138,"ENGYSTOL N 10Fl.1,1ml",1,0.33,0,8,4
MPF,909475321,CIDERMA UNGUENTO 30G,1,0.33,0,24,9
MPF,909492528,GIBAUD ORTHO COLL CERV MORB M1,1,0.33,2,20,6
MPF,909494383,MAN SUPPORT 15COT GAMB15 ANTR5,1,0.33,0,5,
MPF,909728711,MAN SUPPORT 18 GAMB 18 ANTR 2,1,0.33,0,4,
MPF,909748675,PSYLLOGEL FIBRA FRAGOLA 20BUST,1,0.33,8,911,6
MPF,909749412,ESI PROPOLAID ESTRATTO ANALC,1,0.33,11,68,5
MPF,909755112,DUODERM IDROGEL C/APPL 10PZ,1,0.33,0,26,4
MPF,909773234,HOMEOBRITE DENTIF CLOROFILLA,1,0.33,0,67,7
MPF,909790281,NORMALINE 60CPR,1,0.33,0,407,4
MPF,909812481,DENTIFRICIO ALLA SALVIA 75G,1,0.33,0,133,9
MPF,909812669,DENTIFRICIO ALLA MENTA 75ML,1,0.33,0,175,
MPF,909838548,SKEMA SOLE EMULSIONE DOPO150ML,1,0.33,0,1,1
MPF,909869164,GUAM CREMA RASSODANTE 250ML,1,0.33,0,45,
MPF,909870065,GUAM BAGNO MARE NORD-EST 250ML,1,0.33,0,4,5
MPF,909916987,SALVAGESSO GAMBA 6PZ BUST,1,0.33,3,0,3
MPF,909923928,CONTENITORE UR 24H 50089,1,0.33,0,249,
MPF,910069564,COLLARE ELISABETTA CLASS 40CM,1,0.33,0,3,
MPF,910071505,MIRTILLO 60PRL,1,0.33,0,78,6
MPF,910143332,CAUSTIC PENCIL MATITA CAUTERIZ,1,0.33,0,18,
MPF,910544699,EQUISETO SUCCO 200ML,1,0.33,0,14,
MPF,910597501,CLOREXYDERM SH 4% 250ML,1,0.33,0,87,6
MPF,910633623,KERIUM SH ANTIFORF CAP GRASS,1,0.33,0,117,7
MPF,910828146,MISS RELAX 70 SHEER NERO 2 M,1,0.33,0,3,
MPF,910828235,MISS RELAX 70 SHEER CAMEL 2 M,1,0.33,0,9,
MPF,910852692,CLINNIX AKNE CREMA SEBOREG,1,0.33,0,13,4
MPF,910860865,MONODERMA E5 GEL 30VEGICAPS,1,0.33,0,2560,7
MPF,911007514,VETRAP FASCIA ELASTICA BL 10CM,1,0.33,0,11,
MPF,911033280,MEPILEX LITE MEDIC 10X10CM 5PZ,1,0.33,0,303,9
MPF,911157865,SAUBER COL 70 PREM MICR NBEI 5,1,0.33,0,5,
MPF,911169668,CAMOMILLA ROMANA 100ML TM,1,0.33,0,5,3
MPF,911173060,GALIUM 60ML TM,1,0.33,0,10,
MPF,911178059,SERENOA 100ML TM,1,0.33,0,4,
MPF,911190763,AESCULUS HIPPOCASTANUM 60ML MG,1,0.33,0,7,
MPF,912051657,RAPUNZEL BRODO VEG POLV 500G,1,0.33,0,37,
MPF,912111111,PHYSIOMANNA LAXDEPUR MANNITE,1,0.33,0,413,
MPF,912255662,HAIRVIT 30CPS MOLLI,1,0.33,0,60,6
MPF,912255748,OTODINE DET LIQ 50ML,1,0.33,0,469,4
MPF,912276019,VICHY HOMME SCHIUMA BARBA200ML,1,0.33,2,143,1
MPF,912312129,LIEVITO ALIMEN FIOCCHI 200G,1,0.33,0,16,6
MPF,912323627,REVAMIL GEL 18G,1,0.33,0,67,
MPF,912455173,ARKOCPS VITE ROSSA BIO 45CPS,1,0.33,0,2,
MPF,912534548,AIRCAST AIR-STIRRUP CAVIGL UNI,1,0.33,0,3,
MPF,912650342,TRIDERM LENIL+ 50ML,1,0.33,0,250,5
MPF,912799398,URIAGE DS EMULSIONE 40ML,1,0.33,0,210,10
MPF,912940879,PROSTAFORCE 60CPS VOGEL,1,0.33,0,45,1
MPF,913108609,RHALAX GRANI 25G,1,0.33,0,288,9
MPF,913175598,"LEUKOTAPE K TAPING 2,5X500 BLU",1,0.33,0,104,4
MPF,913213740,SKINSAN AKNE CR 30ML,1,0.33,0,1,3
MPF,913226015,SCHOLL CR TAL ACTIVE REPAIR K+,1,0.33,0,221,7
MPF,913228096,CLEARBLUE INDICATORE SETT 1PZ,1,0.33,21,415,
MPF,913254658,TEGADERM CER+PAD 9X15CM 5PZ,1,0.33,0,66,
MPF,913453104,TOLERIANE SILICIUM MAT,1,0.33,0,12,
MPF,913665980,RENVIN OLOSVITA 50ML,1,0.33,0,9,
MPF,913759256,OMRON FLEX TEMP SMART,1,0.33,0,60,
MPF,913903555,SEBIUM PORE REFINER 30ML,1,0.33,0,229,
MPF,913934030,PABAVIT CM CR ANTIVITILIGINE,1,0.33,0,45,6
MPF,920000864,ROGENOL DAILY SHAMPOO 200ML,1,0.33,0,89,3
MPF,920014077,SOMNOLIS ANTIRUSSAMENTO 1PZ,1,0.33,0,14,
MPF,920015599,KERATOSANE 30 CREME 75ML,1,0.33,0,43,8
MPF,920045085,MOONCUP COPP MESTR A GR +30ANN,1,0.33,0,1,
MPF,920177817,ANSIA INQUIETUDINE APPREN 30CA,1,0.33,0,4,1
MPF,920313160,ULTIMATE WHEY GOLD100 VAN 750G,1,0.33,0,10,
MPF,920324997,BIOREKORD 10FL,1,0.33,0,14,
MPF,920366566,CERAMOL MARSIGLIA SAPONE 100G,1,0.33,6,228,4
MPF,920372911,"TRIDERM DOCCIASCH PH3,5 400ML",1,0.33,0,119,2
MPF,920373735,NUTRIFREE MIX PANE 1000G,1,0.33,0,100,8
MPF,920602467,LFP MULTIVITCAP 30CPS,1,0.33,81,0,7
MPF,920801255,ALIANT MICO SPRAY 80ML,1,0.33,0,72,5
MPF,921030742,AMINOGLUTAM 30BUST,1,0.33,0,104,4
MPF,921034498,ALPECIN ENERGIZER TON DOPOSH,1,0.33,0,675,1
MPF,921116315,SCUDOTEX GAMB 70 EX NATURE 3,1,0.33,0,4,
MPF,921116327,SCUDOTEX GAMB 70 EX NATURE 4,1,0.33,0,5,1
MPF,921177642,ERMIDRA' SHAMPOO 250ML,1,0.33,0,165,4
MPF,921319582,SYSTANE BALANCE GOCCE OCUL10ML,1,0.33,2,242,3
MPF,921394235,NATURAFLORA PLUS 60CPS VEG,1,0.33,0,307,6
MPF,921456378,MELURA 14BUST,1,0.33,0,506,
MPF,921508432,LFP FIALE RINFORZANTI CAP 10F,1,0.33,5,0,8
MPF,921723843,ALTOP 20CPR,1,0.33,0,263,6
MPF,921732222,NATRUX CREMA FLUIDA 200ML,1,0.33,0,19,
MPF,921735270,EMORTROFINE PLUS 40CPR SUBLING,1,0.33,0,418,9
MPF,921788422,NUTRIVA GLICEVAL 30CPR,1,0.33,0,102,7
MPF,921805457,LFP EPATOTAB 30CPR,1,0.33,52,0,
MPF,921810750,SGONFIABEN 60CPS,1,0.33,0,48,
MPF,921811903,ENNE 3 PLUS 20CPS SOFTGEL,1,0.33,0,75,
MPF,921890354,CREMA ARTIGLIO&ARNICA 87%,1,0.33,0,45,7
MPF,922075852,TUSSIMMUN SCIROPPO 200ML,1,0.33,0,46,4
MPF,922249141,MEPILEX BORDER SACRUM 15X15 5P,1,0.33,0,30,5
MPF,922251121,SCHAR CEREAL FLAKES 300G,1,0.33,0,106,
MPF,922316740,TEGADERM ROLL CM10X2M 1PZ,1,0.33,0,12,
MPF,922317716,EUROSORB MEDIC ALGIN 5X5CM 10P,1,0.33,0,12,
MPF,922319381,TALUFIT52 TALLONETTA R3,1,0.33,0,5,
MPF,922327109,VASOX CREMA 200ML,1,0.33,0,130,
MPF,922352923,OSSEOVIN 60CPR,1,0.33,0,56,3
MPF,922354143,AMICO SOLUZIONE UNGUEALE 10ML,1,0.33,0,89,10
MPF,922363748,BARIESUN SPF50+ CREME MINERALE,1,0.33,0,174,4
MPF,922364524,ACIDO IALURONICO 24CPS,1,0.33,0,40,8
MPF,922364563,THE VERDE 20BUST FILTRO,1,0.33,0,88,10
MPF,922365059,MIX 4 SEMI BIO 250G,1,0.33,0,0,
MPF,922365820,BIOFLAVONOIDI C 24CPR,1,0.33,0,26,7
MPF,922373117,VACCINIUM VITIS IDAEA BIO 50ML,1,0.33,0,14,
MPF,922373699,BOSWELLIA 50OPR,1,0.33,0,70,
MPF,922373749,CENTELLA 50OPR,1,0.33,0,41,9
MPF,922373764,ELEUTEROCOCCO 50OPR,1,0.33,0,34,8
MPF,922373840,GINSENG 50CPS VEG,1,0.33,0,0,
MPF,922374347,FORTE PLUS 14FL MONOD 10ML,1,0.33,0,45,6
MPF,922394705,KELAIRON CREMA 50ML,1,0.33,5,449,8
MPF,922399631,REV IDRAX EPI 50ML,1,0.33,0,100,3
MPF,922540721,SCHULTZ LOZIONE SCHIARENTE,1,0.33,0,18,6
MPF,922546888,FLEE SPRAY DOMESTICO ANTIPULCI,1,0.33,0,61,8
MPF,922555382,R&R FIORI DI RISO YOGURT 250G,1,0.33,0,12,
MPF,922556182,FORTIMEL COMPACT PRO FRA 4BOTT,1,0.33,0,251,10
MPF,922740345,ANSELAX 14BUST,1,0.33,0,216,4
MPF,922903289,"CLIADENT COLLUT 0,20% 200ML",1,0.33,3,1129,1
MPF,922948411,KAMILA GAMB BAS EASY 140D NE 4,1,0.33,4,1,
MPF,922948423,KAMILA GAMB BAS EASY 140D PLA4,1,0.33,8,0,
MPF,922960962,BIONIKE SHINE ON COL CAP NE 1,1,0.33,0,246,
MPF,923006670,NEOCATE SPOON 400G,1,0.33,0,8,
MPF,923055800,NEBUVIS REIDRATANTE OCCHI 10ML,1,0.33,0,16,
MPF,923133197,MICRONIL DOL 14BUST,1,0.33,2,0,1
MPF,923211674,B-APPORT PLUS FLUIDO 200ML,1,0.33,0,20,
MPF,923289324,BEURER BM40 MISURATORE PRESS,1,0.33,0,12,
MPF,923302487,OTOACT 100ML,1,0.33,0,91,6
MPF,923324711,PASTA ACQUA C/ZINCO 25% 100G,1,0.33,0,68,
MPF,923352785,HARPAGOPHYTUM PRO TM GTT 100ML,1,0.33,0,5,
MPF,923360364,NEVERTIN 15CPS,1,0.33,0,78,1
MPF,923363903,KAMILA GAMB BAS NEW 70D NE 4,1,0.33,4,0,
MPF,923364347,LENUS XL 500ML,1,0.33,0,17,3
MPF,923399291,REV US30 GEL 100ML,1,0.33,0,119,3
MPF,923400345,MODASANA 70 AGH NATURE 4,1,0.33,0,4,
MPF,923400840,MODASANA 140 ATC NATURE 3,1,0.33,0,4,
MPF,923438485,BIOGENA DERMOLIQUIDO PH5 500ML,1,0.33,0,288,7
MPF,923451987,OLIO DI COCCO 200G,1,0.33,0,38,
MPF,923487021,VO3 ACTIVE SPRAY 20ML,1,0.33,0,100,
MPF,923500312,OSTEOKLIP 30CPR,1,0.33,0,107,8
MPF,923502177,DEODORANTE ANTI TRACCE ROLL-ON,1,0.33,12,321,5
MPF,923511733,DEODORANTE ANTI TRACCE AEROSOL,1,0.33,1,207,2
MPF,923550418,BRAUN PRT1000 TERMOMETRO DIGIT,1,0.33,23,32,
MPF,923587428,LOXICOR 30CPR,1,0.33,0,42,7
MPF,923590158,AQUACEL FOAM ADH 8X8CM 10PZ,1,0.33,0,22,5
MPF,923676290,HIPP TISANA CAMOMILLA 200G,1,0.33,0,151,9
MPF,923744611,SAUBER GAMB OPTOE 140 MIC NEU4,1,0.33,1,4,1
MPF,923745970,KAMILA AUTOR UP EASY 70D PLA 3,1,0.33,5,0,
MPF,923746073,KAMILA AUTOR UP EASY 140D PL 3,1,0.33,11,0,
MPF,923757278,KEPRAXIN TIAB POLV SPRAY 125ML,1,0.33,0,79,
MPF,923785695,STRUVIPET PASTA 100G,1,0.33,0,19,5
MPF,923815551,GIBAUD ORTHO C3 COLL RIGIDO 1,1,0.33,1,0,1
MPF,924041256,OLIO PURO SALMONE ROSSO 120CPS,1,0.33,0,28,8
MPF,924127095,APROPOS RINO DEFENS SPR NASALE,1,0.33,5,0,1
MPF,924167354,VENAMIR CREMA 100ML,1,0.33,0,136,3
MPF,924177898,STERILPEG 10 BUSTINE MACROGOL,1,0.33,0,134,2
MPF,924266760,FICO 100ML LIQ ANALCO GEMMO10+,1,0.33,0,54,5
MPF,924274083,REDERMIC RETINOL OCCHI 15ML,1,0.33,0,177,8
MPF,924297930,IPPOCASTANO LIQ ANAL GEMMO 10+,1,0.33,0,12,
MPF,924300940,THERMOGEL COMFORT CUSC 10X26CM,1,0.33,0,71,4
MPF,924305129,MAC10 60CPS,1,0.33,0,3,
MPF,924457563,ALOVIS GOCCE OCULARI 10ML,1,0.33,0,69,
MPF,924601646,DERMOXEN DET INTIMO DIABETICI,1,0.33,0,9,
MPF,924765314,VERRUPOR BRUCIAPORRI 12ML NF,1,0.33,0,15,
MPF,924786231,FIBERPASTA FARINA 1KG,1,0.33,0,33,3
MPF,924800853,EUCERIN ATOPIC CRP EMULS 400ML,1,0.33,11,138,
MPF,924801160,OLEVANOIL SHAMPOO 250ML,1,0.33,0,1,
MPF,924847231,AMINOGAM SPRAY 15ML,1,0.33,0,147,4
MPF,924847751,MOSQUETA ROSA OLIO PURO BIO,1,0.33,0,32,8
MPF,924862802,P'ANTICELL LEGG FAS/A GRI L/XL,1,0.33,0,4,
MPF,924875204,SPASMINA PLUS 30OPERCOLI,1,0.33,0,137,6
MPF,924880735,ABBASSALINGUA STERILE 100PZ,1,0.33,0,0,
MPF,924880786,ERBADONNA CICLO 24CPR,1,0.33,0,65,10
MPF,924960887,HERICIUM MICOTHERAPY 30CPS,1,0.33,0,30,5
MPF,924994294,ECOPHANE SHAMPOO DELICATO500ML,1,0.33,0,32,6
MPF,925329361,ALOEVERA2 ALOE OIL,1,0.33,0,18,7
MPF,925369100,THROMBOSIS 18 ISP GAMB M CORTO,1,0.33,0,5,
MPF,925375685,CITOVET 150ML,1,0.33,0,52,8
MPF,925379190,SLIPPERS VALENTINE MOUSE,1,0.33,0,4,
MPF,925382994,GIBAUD ORTHO SMARTSLING 30 TG1,1,0.33,1,3,1
MPF,925383224,PHYSIOMANCE ALCALIANCE+ 30BUST,1,0.33,0,111,
MPF,925391308,FLEBOMIX 1000MG 30CPR,1,0.33,0,173,6
MPF,925411528,"STRAPPAL CM2,5X10MT FARMACIA",1,0.33,0,92,3
MPF,925498014,EPITACT ORTESI MANO FLEX DX M,1,0.33,0,118,8
MPF,925513893,DUALSAN CALZA A/TROMB S/TASS 3,1,0.33,6,0,
MPF,925596898,APROPOS FLUPROTECT EFF C 20CPR,1,0.33,7,2791,2
MPF,925599286,LENDINOUT ACT AZIONE PREVENTIV,1,0.33,0,109,8
MPF,925606079,CURASEPT COLLUT ECOBIO 300ML,1,0.33,0,155,6
MPF,925606840,WELLION LUNA CHOLES STRIPS10PZ,1,0.33,0,12,
MPF,925630802,MOM PETTINE ACCIAIO,1,0.33,0,71,5
MPF,925654321,VITAMINE B COMPL 60CPR COLOURS,1,0.33,0,121,13
MPF,925700890,HYPERMIX CREMA/GEL 30ML,1,0.33,0,255,
MPF,925702553,HOMEOS 25 DREN GOCCE 150ML,1,0.33,2,292,1
MPF,925826036,THERAMICOTIC SHAMPOO 200ML,1,0.33,0,172,5
MPF,925856472,AMINOTROFIC 14BUST,1,0.33,0,191,5
MPF,925856650,TAGLIAUNGHIE PIEDI,1,0.33,0,11,7
MPF,925899433,CREMA PANTENOLO 75ML,1,0.33,0,22,1
MPF,925943565,VIRAFER NEO 200ML,1,0.33,0,21,7
MPF,926022789,IAP PHARMA 9 DONNA 150ML,1,0.33,4,6,
MPF,926045574,DEFENCE B-LUCENT A/MACCH SPF50,1,0.33,0,54,9
MPF,926054127,MERIDOL WHITENING DENTIF 75ML,1,0.33,13,0,2
MPF,926063292,SQUANORM FO GR SH 200ML DUCRAY,1,0.33,2,0,1
MPF,926065640,URIAGE DEO FRAICHEUR SPRAY,1,0.33,0,150,
MPF,926080161,PROVASEN FORTE 18BUST,1,0.33,0,246,
MPF,926080298,D MANNOSIO MAXI 90CPS,1,0.33,0,31,7
MPF,926115092,FORTIMEL CIOCCOLATO 4X200ML,1,0.33,0,84,6
MPF,926194263,ROSELIANE CR ANTIARROSS 40ML,1,0.33,0,501,
MPF,926196054,ESOGEL 300ML,1,0.33,0,255,6
MPF,926231349,SOMAT SKIN EX SNEL 7NTT C250ML,1,0.33,0,760,7
MPF,926236415,ACIDO JALURONICO 30CPS,1,0.33,0,33,9
MPF,926252139,MANOPOLA IMPERM NON SAP 100PZ,1,0.33,0,136,3
MPF,926255023,BB NAIL BASE PER UNGHIE 10ML,1,0.33,0,0,
MPF,926259969,MEDI 18 GAMB P.AP NAT 4 2805PA,1,0.33,0,9,
MPF,926267764,CORDYCEPS 24CPS VEGETALI,1,0.33,0,22,6
MPF,926421684,PURES GEL FRESC CIRC 125ML,1,0.33,0,46,
MPF,926425935,PERTRIFOL SHAMPOO ANTICAD 200,1,0.33,0,168,7
MPF,926445014,THERMORELAX FASC COL/SPA+4DISP,1,0.33,10,14,3
MPF,926461068,NATURAL ACT UMORE 60CPS,1,0.33,0,7,5
MPF,926491251,EUTYLIA MAMMA 30CPS MOLLI,1,0.33,0,305,7
MPF,926509872,CAVILON CREMA BARRIERA 92G,1,0.33,0,21,
MPF,926511698,FIBROSIL 30CPR,1,0.33,0,374,5
MPF,926548278,LIPOTECH 400 30CPR,1,0.33,0,115,7
MPF,926548280,LYNFASE FITOMAGRA 12FL 15G,1,0.33,2,0,
MPF,926568167,DERCOS SH ANTIFORFORA SECCHI,1,0.33,61,590,3
MPF,926575364,NUTRIDRINK COMPACT FRA 4X125ML,1,0.33,0,0,
MPF,926585062,NEVRADIN 20CPR,1,0.33,0,216,7
MPF,926593233,ESI ERBAVEN POCKET DRINK16POCK,1,0.33,0,42,6
MPF,926819158,SCREEN TEST TIROIDE/TSH,1,0.33,0,16,
MPF,926825744,BIO-GEL ANELLO SEPARA ALLU M/L,1,0.33,0,5,
MPF,926826266,"FORHANS CLEXIDIN 0,20 S/ALCOOL",1,0.33,0,125,8
MPF,926829641,RESVERATROLO SUPREMO 60PAST,1,0.33,0,37,5
MPF,926830050,AKSUN 30CPS,1,0.33,0,50,6
MPF,926830074,DOMINA OVULI VAGINALI 30OV,1,0.33,0,14,4
MPF,926830668,GEL ELETTROCONDUTTIVO 1000ML,1,0.33,0,94,
MPF,926858667,PURES MENTA PIPER OE BIO10ML,1,0.33,0,32,7
